tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
casa,Sao Paulo,Itaim Bibi,centro,1188,386,20,4,sim,12,ruim,6564000
apartamento,Guarulhos,Centro (Guarulhos),periferia,69,68,2,2,nao,19,ruim,392000
apartamento,Sao Paulo,Vila Olimpia,centro,184,182,8,3,nao,30,bom,2059000
chacara,Nazare Paulista,Zona Rural,periferia,13334,272,10,3,nao,11,bom,3282000
casa,Sao Paulo,Vila Olimpia,centro,996,385,17,2,nao,11,bom,6513000
apartamento,Sao Paulo,Brooklin,centro,220,201,8,3,nao,32,ruim,2019000
apartamento,Sao Paulo,Bela Vista,centro,135,123,4,0,sim,26,bom,1079000
chacara,Cotia,Zona Rural,periferia,5248,96,4,2,sim,27,ruim,870000
casa,Sao Paulo,Perdizes,centro,500,351,17,1,nao,53,ruim,2900000
casa,Osasco,Centro (Osasco),periferia,510,208,10,4,nao,29,ruim,1302000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,137,128,5,3,nao,35,ruim,393000
chacara,Cotia,Zona Rural,periferia,4801,343,11,4,sim,33,ruim,1316000
chacara,Piracaia,Zona Rural,periferia,2829,235,9,2,sim,26,ruim,712000
casa,Sao Paulo,Pinheiros,centro,215,88,6,4,sim,7,bom,1923000
casa,Sao Paulo,Pinheiros,centro,633,304,16,2,sim,33,bom,4553000
casa,Sao Paulo,Bela Vista,centro,383,172,7,4,sim,26,bom,2029000
apartamento,Sao Paulo,M'Boi Mirim,periferia,58,56,3,1,nao,6,bom,271000
casa,Sao Paulo,Bela Vista,centro,444,150,9,2,sim,22,ruim,1733000
casa,Sao Paulo,Guaianases,periferia,455,181,9,2,nao,2,bom,1063000
apartamento,Sao Paulo,Higienopolis,centro,82,74,3,0,nao,42,ruim,774000
apartamento,Sao Paulo,Vila Mariana,centro,189,175,7,0,nao,1,bom,1957000
casa,Sao Paulo,Higienopolis,centro,633,367,19,4,nao,13,ruim,4480000
apartamento,Sao Paulo,Perdizes,centro,129,121,6,3,nao,8,ruim,1229000
apartamento,Sao Paulo,Vila Mariana,centro,212,209,9,1,nao,9,bom,2020000
apartamento,Sao Paulo,Bela Vista,centro,53,51,3,0,nao,25,bom,423000
apartamento,Sao Paulo,Tatuape,centro,219,209,9,2,nao,25,bom,1988000
apartamento,Guarulhos,Centro (Guarulhos),periferia,179,165,7,1,nao,6,bom,1286000
casa,Sao Paulo,Guaianases,periferia,203,124,5,1,nao,38,ruim,359000
apartamento,Sao Paulo,Vila Olimpia,centro,154,138,7,0,nao,53,ruim,1061000
casa,Sao Paulo,Vila Madalena,centro,761,253,14,4,nao,21,ruim,3396000
casa,Sao Paulo,Perus,periferia,711,270,13,1,nao,23,ruim,1285000
apartamento,Osasco,Centro (Osasco),periferia,49,48,3,0,nao,16,ruim,197000
apartamento,Sao Paulo,Vila Mariana,centro,144,133,4,3,nao,12,bom,1461000
apartamento,Sao Paulo,Perdizes,centro,100,93,3,0,nao,22,ruim,863000
chacara,Piracaia,Zona Rural,periferia,10604,99,5,2,sim,33,bom,2432000
apartamento,Sao Paulo,Brooklin,centro,111,100,5,3,sim,46,ruim,1150000
apartamento,Sao Paulo,Perdizes,centro,148,132,5,1,nao,21,bom,1353000
casa,Sao Paulo,Itaim Paulista,periferia,606,194,11,3,nao,32,ruim,1065000
apartamento,Sao Paulo,Vila Olimpia,centro,161,150,6,0,nao,13,bom,1730000
apartamento,Guarulhos,Centro (Guarulhos),periferia,58,57,1,1,nao,8,ruim,319000
apartamento,Sao Paulo,Itaim Bibi,centro,128,113,6,1,nao,47,ruim,1373000
chacara,Piracaia,Zona Rural,periferia,9196,190,6,1,sim,3,bom,1487000
chacara,Nazare Paulista,Zona Rural,periferia,4292,195,7,4,sim,23,bom,1474000
casa,Sao Paulo,Jardim Angela,periferia,659,327,14,2,nao,10,bom,1467000
casa,Sao Paulo,Jardim Paulista,centro,452,143,5,4,nao,8,bom,2865000
chacara,Pinhalzinho,Zona Rural,periferia,6372,206,8,3,nao,28,ruim,1574000
sitio,Nazare Paulista,Zona Rural,periferia,76598,130,4,2,nao,34,ruim,1983000
apartamento,Sao Paulo,Pinheiros,centro,53,52,1,1,nao,14,bom,758000
casa,Sao Paulo,Cidade Tiradentes,periferia,170,112,5,3,nao,21,ruim,432000
casa,Sao Paulo,Cidade Tiradentes,periferia,292,94,6,1,sim,21,ruim,571000
apartamento,Sao Paulo,Higienopolis,centro,195,185,7,2,nao,5,bom,2283000
apartamento,Sao Paulo,Guaianases,periferia,116,105,4,2,nao,40,ruim,431000
apartamento,Sao Paulo,Itaim Paulista,periferia,207,184,7,0,nao,39,ruim,547000
casa,Sao Paulo,Tatuape,centro,551,273,13,4,sim,17,bom,3509000
casa,Sao Paulo,Mooca,centro,356,181,8,3,sim,3,bom,2382000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,210,187,6,3,nao,45,ruim,614000
apartamento,Sao Paulo,Vila Madalena,centro,222,212,7,1,sim,18,bom,2029000
apartamento,Sao Paulo,Guaianases,periferia,108,97,5,2,nao,16,bom,438000
casa,Guarulhos,Centro (Guarulhos),periferia,900,297,16,1,nao,10,bom,1793000
casa,Sao Paulo,Perus,periferia,622,231,11,1,sim,19,bom,1398000
casa,Sao Paulo,Guaianases,periferia,695,296,14,2,nao,27,ruim,1374000
chacara,Ibiuna,Zona Rural,periferia,2031,219,9,2,sim,44,ruim,671000
chacara,Cotia,Zona Rural,periferia,7888,323,13,3,nao,29,ruim,1011000
casa,Sao Paulo,Vila Mariana,centro,402,283,14,3,nao,46,ruim,2698000
apartamento,Sao Paulo,Santana,centro,167,151,6,3,nao,56,ruim,1157000
casa,Sao Paulo,Pinheiros,centro,412,207,10,3,nao,18,bom,3347000
casa,Sao Paulo,Cidade Tiradentes,periferia,214,82,3,2,nao,20,bom,421000
apartamento,Sao Paulo,Perdizes,centro,77,77,3,1,nao,16,ruim,817000
apartamento,Sao Paulo,Moema,centro,114,109,5,1,nao,4,ruim,1592000
casa,Sao Paulo,Perdizes,centro,515,185,10,1,nao,31,bom,2513000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,67,66,2,2,nao,42,ruim,212000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,7915,213,8,3,sim,8,bom,1505000
apartamento,Sao Paulo,Vila Madalena,centro,99,88,3,2,nao,14,bom,926000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,38609,140,5,1,sim,44,ruim,1547000
casa,Sao Paulo,Pinheiros,centro,517,168,8,4,sim,27,ruim,2779000
casa,Sao Paulo,M'Boi Mirim,periferia,206,110,7,2,sim,27,ruim,510000
chacara,Atibaia,Zona Rural,periferia,12155,238,8,1,sim,19,ruim,2203000
apartamento,Guarulhos,Centro (Guarulhos),periferia,65,65,4,0,nao,26,bom,308000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,74,72,4,3,nao,27,ruim,1069000
apartamento,Sao Paulo,Capao Redondo,periferia,188,186,8,3,nao,8,bom,933000
casa,Sao Paulo,Itaim Paulista,periferia,273,193,9,2,nao,18,bom,749000
apartamento,Sao Paulo,Mooca,centro,172,158,5,1,nao,16,bom,1106000
casa,Sao Paulo,Perus,periferia,1046,341,18,3,nao,2,bom,2357000
casa,Sao Paulo,Brasilandia,periferia,688,343,17,2,sim,44,ruim,1314000
casa,Sao Paulo,Tatuape,centro,883,368,18,1,nao,22,ruim,4622000
casa,Sao Paulo,Itaquera,periferia,190,86,5,4,nao,41,ruim,498000
casa,Sao Paulo,Sapopemba,periferia,631,313,16,2,sim,11,ruim,1325000
apartamento,Osasco,Centro (Osasco),periferia,168,166,7,2,nao,15,bom,851000
apartamento,Sao Paulo,Perdizes,centro,230,201,7,3,nao,40,ruim,1568000
casa,Osasco,Centro (Osasco),periferia,708,284,15,3,nao,18,ruim,1599000
casa,Sao Paulo,Sapopemba,periferia,221,81,4,4,nao,37,ruim,453000
casa,Sao Paulo,Perdizes,centro,1117,388,19,2,sim,16,bom,5718000
casa,Sao Paulo,Vila Madalena,centro,477,212,10,3,sim,14,bom,3131000
chacara,Piracaia,Zona Rural,periferia,12695,317,12,4,sim,13,bom,1557000
apartamento,Sao Paulo,Jardim Paulista,centro,167,161,7,2,nao,49,ruim,1187000
chacara,Pinhalzinho,Zona Rural,periferia,10109,263,9,1,nao,19,bom,1755000
casa,Osasco,Centro (Osasco),periferia,675,273,11,2,nao,13,bom,2145000
casa,Sao Paulo,Grajau,periferia,641,372,18,2,nao,40,ruim,1391000
casa,Sao Paulo,Grajau,periferia,601,284,14,1,nao,20,bom,1387000
apartamento,Sao Paulo,Perus,periferia,130,123,6,1,nao,35,ruim,512000
casa,Sao Paulo,Mooca,centro,696,325,17,1,nao,35,ruim,3447000
casa,Sao Paulo,Cidade Ademar,periferia,778,395,20,1,sim,21,ruim,1643000
apartamento,Sao Paulo,Capao Redondo,periferia,54,54,1,1,nao,44,ruim,222000
apartamento,Sao Paulo,Pinheiros,centro,205,181,8,3,nao,53,ruim,1837000
chacara,Mairipora,Zona Rural,periferia,9184,247,9,1,nao,23,bom,1653000
casa,Sao Paulo,Vila Nova Conceicao,centro,583,392,20,4,sim,15,ruim,4780000
casa,Sao Paulo,Capao Redondo,periferia,237,148,6,3,nao,26,bom,690000
chacara,Mairipora,Zona Rural,periferia,2453,248,8,1,nao,34,ruim,1017000
casa,Sao Paulo,Vila Olimpia,centro,737,258,13,1,nao,17,bom,3962000
casa,Sao Paulo,Higienopolis,centro,944,356,18,1,nao,17,ruim,4897000
apartamento,Sao Paulo,Bela Vista,centro,197,190,8,0,nao,27,ruim,1403000
casa,Sao Paulo,Vila Madalena,centro,225,87,4,2,sim,31,ruim,1117000
apartamento,Osasco,Centro (Osasco),periferia,113,99,5,1,nao,40,ruim,469000
apartamento,Sao Paulo,Vila Olimpia,centro,60,53,1,0,nao,52,ruim,534000
apartamento,Sao Paulo,Itaim Bibi,centro,133,121,6,0,nao,22,ruim,1534000
apartamento,Sao Paulo,Vila Olimpia,centro,111,103,5,3,sim,15,ruim,1248000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,6077,240,8,1,nao,15,ruim,1349000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,50,46,2,0,nao,28,ruim,127000
apartamento,Sao Paulo,Grajau,periferia,220,197,7,0,nao,46,ruim,621000
casa,Sao Paulo,Mooca,centro,510,335,14,3,nao,48,ruim,3111000
apartamento,Sao Paulo,Vila Olimpia,centro,146,137,6,3,nao,19,ruim,1282000
casa,Sao Paulo,Sapopemba,periferia,885,278,15,4,nao,25,ruim,1690000
casa,Sao Paulo,Cidade Tiradentes,periferia,471,251,11,4,nao,13,ruim,953000
casa,Sao Paulo,Tatuape,centro,223,126,8,4,sim,10,bom,2003000
casa,Sao Paulo,Sapopemba,periferia,423,168,7,1,nao,21,bom,886000
apartamento,Sao Paulo,Itaquera,periferia,210,208,7,1,nao,49,ruim,783000
apartamento,Sao Paulo,Grajau,periferia,163,152,5,3,nao,32,ruim,536000
apartamento,Sao Paulo,Bela Vista,centro,211,189,8,1,nao,13,bom,1828000
casa,Sao Paulo,Guaianases,periferia,656,374,17,1,nao,23,bom,1664000
apartamento,Sao Paulo,Parelheiros,periferia,131,117,4,3,nao,7,bom,559000
apartamento,Sao Paulo,Vila Mariana,centro,152,152,5,2,nao,23,bom,1431000
chacara,Braganca Paulista,Zona Rural,periferia,8914,352,13,2,nao,49,ruim,1670000
apartamento,Sao Paulo,Grajau,periferia,239,215,8,1,nao,36,ruim,690000
chacara,Mairipora,Zona Rural,periferia,8281,283,9,4,sim,13,bom,1805000
casa,Sao Paulo,Cidade Tiradentes,periferia,476,161,9,2,nao,7,bom,869000
sitio,Juquitiba,Zona Rural,periferia,73657,319,12,3,sim,11,bom,6212000
casa,Sao Paulo,Brooklin,centro,906,320,15,4,sim,3,bom,7370000
apartamento,Sao Paulo,Tatuape,centro,157,148,7,0,nao,25,ruim,932000
chacara,Nazare Paulista,Zona Rural,periferia,6778,170,7,4,sim,30,ruim,1552000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,226,209,9,2,nao,22,ruim,616000
casa,Sao Paulo,Pinheiros,centro,166,76,3,1,nao,21,bom,1228000
casa,Sao Paulo,Guaianases,periferia,452,216,9,3,nao,6,bom,1018000
apartamento,Sao Paulo,Higienopolis,centro,68,68,4,3,sim,16,bom,829000
casa,Sao Paulo,Vila Nova Conceicao,centro,407,190,10,4,nao,9,bom,3724000
casa,Sao Paulo,Brasilandia,periferia,712,371,19,4,sim,3,bom,2021000
apartamento,Sao Paulo,Itaim Bibi,centro,139,133,5,1,nao,18,bom,2142000
casa,Sao Paulo,Cidade Ademar,periferia,446,146,9,4,nao,14,bom,957000
apartamento,Sao Paulo,M'Boi Mirim,periferia,147,137,5,2,nao,4,bom,617000
apartamento,Sao Paulo,Itaim Bibi,centro,95,91,3,1,nao,10,bom,1237000
chacara,Juquitiba,Zona Rural,periferia,5124,234,8,2,sim,12,bom,1087000
apartamento,Sao Paulo,Perdizes,centro,141,132,6,1,nao,14,ruim,1446000
apartamento,Sao Paulo,Vila Olimpia,centro,139,138,6,3,nao,3,bom,1747000
casa,Sao Paulo,M'Boi Mirim,periferia,229,99,3,3,nao,22,ruim,429000
chacara,Piracaia,Zona Rural,periferia,4437,172,7,4,sim,18,bom,1025000
chacara,Mairipora,Zona Rural,periferia,5486,251,10,4,sim,15,bom,1028000
chacara,Cotia,Zona Rural,periferia,2509,208,9,2,sim,15,ruim,933000
casa,Sao Paulo,Cidade Tiradentes,periferia,709,343,17,3,nao,25,ruim,1231000
apartamento,Sao Paulo,Vila Mariana,centro,64,64,4,2,sim,24,bom,730000
apartamento,Sao Paulo,Brasilandia,periferia,146,139,5,3,nao,21,ruim,553000
casa,Sao Paulo,Santana,centro,415,207,8,3,nao,22,ruim,2093000
chacara,Juquitiba,Zona Rural,periferia,7086,245,9,3,nao,55,ruim,863000
apartamento,Sao Paulo,Cidade Ademar,periferia,59,59,2,0,nao,24,ruim,208000
casa,Sao Paulo,Guaianases,periferia,962,366,17,1,nao,8,bom,1806000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,192,192,8,1,nao,9,bom,2784000
apartamento,Sao Paulo,Sapopemba,periferia,142,140,6,2,nao,26,ruim,531000
chacara,Piracaia,Zona Rural,periferia,1113,276,11,3,sim,4,bom,1113000
apartamento,Sao Paulo,M'Boi Mirim,periferia,71,67,4,0,nao,21,ruim,233000
casa,Guarulhos,Centro (Guarulhos),periferia,432,272,11,2,nao,20,ruim,1081000
apartamento,Sao Paulo,Sapopemba,periferia,175,162,5,2,sim,22,ruim,808000
casa,Sao Paulo,Vila Nova Conceicao,centro,402,169,10,1,sim,27,ruim,2511000
casa,Osasco,Centro (Osasco),periferia,342,173,8,4,nao,27,bom,1037000
apartamento,Sao Paulo,Parelheiros,periferia,63,61,1,1,nao,4,bom,301000
apartamento,Sao Paulo,Perus,periferia,212,211,9,0,sim,14,bom,821000
casa,Sao Paulo,Cidade Tiradentes,periferia,371,224,10,1,nao,28,ruim,665000
apartamento,Sao Paulo,Grajau,periferia,39,39,2,1,nao,5,ruim,186000
sitio,Piracaia,Zona Rural,periferia,21566,225,10,3,nao,40,ruim,842000
casa,Sao Paulo,Itaim Bibi,centro,988,389,20,3,sim,2,bom,6186000
casa,Sao Paulo,M'Boi Mirim,periferia,270,157,6,2,nao,11,bom,704000
chacara,Pinhalzinho,Zona Rural,periferia,3238,317,12,1,sim,8,ruim,1052000
chacara,Piracaia,Zona Rural,periferia,5498,136,7,3,sim,28,ruim,1195000
casa,Osasco,Centro (Osasco),periferia,771,329,16,2,nao,25,ruim,1682000
casa,Sao Paulo,Itaim Bibi,centro,597,192,10,4,nao,21,bom,3501000
casa,Sao Paulo,Itaim Paulista,periferia,405,144,8,1,nao,13,ruim,714000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,6812,315,10,3,nao,24,ruim,1335000
casa,Sao Paulo,Jardim Angela,periferia,379,259,12,2,sim,36,ruim,864000
casa,Sao Paulo,Vila Madalena,centro,763,331,14,3,nao,18,ruim,4942000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,131,127,5,3,sim,6,bom,2147000
casa,Sao Paulo,Grajau,periferia,307,159,8,3,nao,42,ruim,626000
casa,Sao Paulo,Guaianases,periferia,785,380,16,4,nao,38,ruim,1582000
apartamento,Sao Paulo,Sapopemba,periferia,81,78,2,1,nao,19,ruim,317000
apartamento,Sao Paulo,Bela Vista,centro,121,119,5,1,nao,32,bom,899000
casa,Osasco,Centro (Osasco),periferia,393,151,7,1,sim,2,bom,999000
casa,Guarulhos,Centro (Guarulhos),periferia,522,363,18,3,nao,33,ruim,1518000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,143,130,6,3,nao,30,ruim,383000
apartamento,Sao Paulo,Tatuape,centro,123,114,6,3,nao,20,ruim,861000
casa,Sao Paulo,Cidade Ademar,periferia,349,119,7,4,nao,44,ruim,694000
casa,Sao Paulo,Mooca,centro,288,161,9,3,nao,6,bom,2433000
apartamento,Sao Paulo,Pinheiros,centro,106,105,3,3,nao,24,bom,1555000
casa,Sao Paulo,Cidade Tiradentes,periferia,1124,359,15,4,nao,21,ruim,1634000
apartamento,Sao Paulo,M'Boi Mirim,periferia,186,183,8,3,nao,11,bom,820000
apartamento,Sao Paulo,Itaim Paulista,periferia,164,161,7,3,nao,8,bom,739000
casa,Sao Paulo,Capao Redondo,periferia,357,220,10,1,nao,4,bom,948000
casa,Sao Paulo,Capao Redondo,periferia,359,121,6,2,nao,13,ruim,618000
apartamento,Guarulhos,Centro (Guarulhos),periferia,68,66,4,1,sim,12,bom,422000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,5709,384,14,4,sim,6,bom,1825000
casa,Sao Paulo,Itaquera,periferia,988,338,15,3,nao,29,bom,1840000
casa,Sao Paulo,Perus,periferia,180,117,4,3,nao,3,bom,585000
apartamento,Sao Paulo,Mooca,centro,60,60,2,1,nao,23,ruim,464000
casa,Sao Paulo,Tatuape,centro,586,199,8,4,nao,19,bom,3739000
casa,Sao Paulo,Perdizes,centro,312,167,9,3,sim,23,ruim,2091000
apartamento,Sao Paulo,Cidade Ademar,periferia,166,148,5,1,nao,31,ruim,625000
casa,Sao Paulo,Cidade Ademar,periferia,224,157,6,1,nao,2,bom,729000
casa,Sao Paulo,Moema,centro,918,388,17,3,nao,24,ruim,4931000
apartamento,Sao Paulo,Cidade Ademar,periferia,86,84,4,2,nao,5,ruim,374000
casa,Sao Paulo,Itaim Paulista,periferia,511,223,11,2,nao,9,bom,1272000
chacara,Nazare Paulista,Zona Rural,periferia,5314,202,9,1,nao,43,ruim,1093000
chacara,Atibaia,Zona Rural,periferia,8267,369,14,2,nao,5,bom,2853000
apartamento,Sao Paulo,Vila Madalena,centro,154,147,6,3,nao,39,ruim,1357000
casa,Sao Paulo,Brasilandia,periferia,467,207,9,3,sim,4,bom,946000
apartamento,Sao Paulo,Perdizes,centro,51,47,1,1,nao,5,bom,510000
apartamento,Sao Paulo,Tatuape,centro,184,170,8,0,nao,9,bom,1310000
apartamento,Sao Paulo,Brasilandia,periferia,45,43,2,0,nao,7,bom,204000
casa,Sao Paulo,Brasilandia,periferia,362,161,8,3,nao,26,bom,759000
apartamento,Sao Paulo,Itaim Paulista,periferia,91,85,4,3,nao,7,bom,384000
casa,Sao Paulo,Capao Redondo,periferia,686,348,18,4,sim,18,bom,1505000
apartamento,Sao Paulo,Perdizes,centro,226,203,8,0,nao,31,ruim,1593000
apartamento,Sao Paulo,Itaim Paulista,periferia,246,218,9,3,nao,18,ruim,803000
casa,Sao Paulo,Cidade Ademar,periferia,162,86,4,1,nao,1,ruim,420000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,12657,334,12,4,sim,7,bom,4033000
casa,Sao Paulo,Pinheiros,centro,882,399,19,1,nao,31,ruim,5865000
casa,Sao Paulo,Jardim Paulista,centro,798,303,16,3,nao,55,ruim,3331000
chacara,Nazare Paulista,Zona Rural,periferia,2939,224,7,1,sim,23,ruim,763000
casa,Sao Paulo,Moema,centro,574,194,9,4,sim,10,bom,3918000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,104,95,5,3,sim,4,bom,493000
apartamento,Sao Paulo,Itaim Bibi,centro,195,175,7,0,nao,29,bom,2171000
apartamento,Sao Paulo,Bela Vista,centro,101,91,3,2,nao,23,ruim,795000
casa,Sao Paulo,Brooklin,centro,811,307,16,1,nao,19,ruim,4966000
casa,Sao Paulo,Vila Olimpia,centro,558,388,19,4,nao,41,ruim,3849000
casa,Sao Paulo,Parelheiros,periferia,393,232,12,1,nao,9,bom,920000
apartamento,Guarulhos,Centro (Guarulhos),periferia,121,113,6,3,nao,28,ruim,631000
apartamento,Sao Paulo,Capao Redondo,periferia,110,110,5,0,nao,20,ruim,398000
casa,Sao Paulo,Santana,centro,877,381,19,2,sim,12,ruim,4321000
apartamento,Sao Paulo,Capao Redondo,periferia,178,172,8,3,nao,17,bom,855000
casa,Sao Paulo,Vila Nova Conceicao,centro,978,355,16,2,nao,3,bom,7727000
chacara,Pinhalzinho,Zona Rural,periferia,7147,223,9,4,sim,11,bom,930000
casa,Sao Paulo,Brasilandia,periferia,556,204,10,3,nao,14,bom,1096000
apartamento,Sao Paulo,Itaim Paulista,periferia,152,135,5,0,nao,16,bom,588000
apartamento,Sao Paulo,Tatuape,centro,113,110,3,0,nao,35,ruim,721000
apartamento,Sao Paulo,Higienopolis,centro,138,132,4,0,nao,29,ruim,1376000
casa,Sao Paulo,Cidade Ademar,periferia,365,196,8,2,nao,23,bom,714000
chacara,Juquitiba,Zona Rural,periferia,5936,238,9,1,nao,22,bom,811000
apartamento,Sao Paulo,Higienopolis,centro,240,211,9,0,sim,15,ruim,2329000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,10523,195,6,2,sim,3,bom,1995000
apartamento,Sao Paulo,Itaim Bibi,centro,171,163,7,3,sim,29,ruim,2067000
casa,Guarulhos,Centro (Guarulhos),periferia,191,95,5,2,nao,8,bom,643000
casa,Sao Paulo,Perdizes,centro,429,218,9,2,nao,50,ruim,2140000
casa,Sao Paulo,Brasilandia,periferia,681,247,12,1,nao,17,ruim,1088000
chacara,Juquitiba,Zona Rural,periferia,3170,195,8,1,nao,25,ruim,917000
casa,Guarulhos,Centro (Guarulhos),periferia,847,320,16,2,nao,5,bom,1916000
chacara,Braganca Paulista,Zona Rural,periferia,2832,309,10,1,nao,7,bom,1298000
casa,Sao Paulo,Sapopemba,periferia,732,241,11,3,nao,6,bom,1361000
apartamento,Sao Paulo,Cidade Ademar,periferia,137,122,5,3,sim,18,ruim,683000
apartamento,Sao Paulo,Perdizes,centro,150,143,5,0,nao,25,bom,1620000
casa,Sao Paulo,Perdizes,centro,814,339,17,2,sim,7,ruim,5909000
casa,Sao Paulo,Pinheiros,centro,239,75,4,4,nao,37,ruim,1305000
apartamento,Sao Paulo,Brooklin,centro,175,162,7,3,nao,42,ruim,1656000
chacara,Braganca Paulista,Zona Rural,periferia,7348,61,3,3,nao,3,bom,1120000
apartamento,Sao Paulo,Jardim Paulista,centro,60,59,3,0,sim,35,ruim,562000
casa,Sao Paulo,Vila Mariana,centro,281,93,6,1,nao,15,bom,1633000
apartamento,Sao Paulo,Vila Olimpia,centro,195,178,8,3,nao,31,bom,2102000
sitio,Juquitiba,Zona Rural,periferia,69436,194,6,3,sim,8,bom,4476000
casa,Sao Paulo,Guaianases,periferia,596,220,11,4,nao,19,bom,1315000
apartamento,Sao Paulo,Itaim Paulista,periferia,46,42,2,0,nao,24,bom,145000
casa,Sao Paulo,Cidade Tiradentes,periferia,763,388,18,1,nao,6,bom,1497000
apartamento,Sao Paulo,Capao Redondo,periferia,88,82,3,0,nao,27,ruim,292000
casa,Sao Paulo,Brasilandia,periferia,379,254,11,1,nao,8,bom,950000
casa,Sao Paulo,Vila Nova Conceicao,centro,562,316,16,4,nao,30,bom,4450000
casa,Sao Paulo,Grajau,periferia,739,284,14,3,nao,21,ruim,1583000
apartamento,Sao Paulo,Santana,centro,212,196,9,3,nao,31,bom,1645000
casa,Sao Paulo,Cidade Tiradentes,periferia,509,356,16,2,nao,13,ruim,1009000
casa,Sao Paulo,Santana,centro,390,124,8,3,nao,11,bom,2047000
apartamento,Sao Paulo,Vila Mariana,centro,234,207,9,3,sim,13,bom,2949000
casa,Sao Paulo,Santana,centro,473,312,13,1,sim,8,bom,2886000
casa,Guarulhos,Centro (Guarulhos),periferia,705,316,13,4,nao,17,ruim,1665000
casa,Guarulhos,Centro (Guarulhos),periferia,413,199,10,2,sim,41,ruim,855000
apartamento,Sao Paulo,Guaianases,periferia,100,98,5,0,nao,21,ruim,348000
casa,Sao Paulo,Sapopemba,periferia,323,201,11,1,nao,15,bom,819000
apartamento,Sao Paulo,Brasilandia,periferia,44,42,3,0,nao,22,bom,175000
apartamento,Sao Paulo,Cidade Ademar,periferia,54,52,2,0,nao,32,ruim,221000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,4511,80,4,4,nao,25,bom,1038000
sitio,Juquitiba,Zona Rural,periferia,117615,191,8,3,sim,7,bom,6562000
casa,Sao Paulo,Cidade Ademar,periferia,139,96,4,3,nao,24,ruim,372000
apartamento,Sao Paulo,Grajau,periferia,150,136,6,2,nao,44,ruim,530000
casa,Sao Paulo,Itaquera,periferia,396,274,11,1,nao,31,ruim,1041000
casa,Sao Paulo,Itaim Paulista,periferia,652,307,14,1,nao,42,ruim,1027000
apartamento,Sao Paulo,Santana,centro,99,87,4,0,nao,55,ruim,496000
apartamento,Sao Paulo,M'Boi Mirim,periferia,200,185,6,0,nao,21,ruim,631000
casa,Sao Paulo,Brasilandia,periferia,281,121,5,2,nao,11,bom,712000
casa,Sao Paulo,Moema,centro,898,342,17,4,nao,46,ruim,4794000
apartamento,Sao Paulo,Itaim Bibi,centro,148,130,6,1,nao,9,bom,2093000
apartamento,Sao Paulo,Jardim Angela,periferia,55,49,2,0,nao,24,bom,171000
casa,Sao Paulo,Itaquera,periferia,592,244,13,2,nao,9,bom,1257000
apartamento,Sao Paulo,Brooklin,centro,224,202,7,2,nao,28,ruim,2275000
chacara,Cotia,Zona Rural,periferia,7420,192,8,2,sim,41,ruim,776000
apartamento,Sao Paulo,Moema,centro,227,212,7,3,nao,13,bom,2753000
apartamento,Sao Paulo,Perus,periferia,164,159,7,0,nao,14,bom,712000
chacara,Juquitiba,Zona Rural,periferia,3538,322,13,2,sim,23,ruim,1446000
apartamento,Sao Paulo,Guaianases,periferia,231,204,8,1,nao,10,bom,750000
apartamento,Sao Paulo,Brooklin,centro,240,218,10,0,nao,10,bom,2714000
casa,Sao Paulo,Cidade Tiradentes,periferia,209,72,3,3,nao,46,ruim,392000
apartamento,Sao Paulo,Vila Mariana,centro,197,174,7,3,nao,39,ruim,1924000
sitio,Nazare Paulista,Zona Rural,periferia,52063,272,11,2,sim,31,ruim,1252000
casa,Sao Paulo,Perdizes,centro,837,268,13,2,sim,17,bom,4186000
apartamento,Sao Paulo,Vila Olimpia,centro,111,99,4,2,nao,27,bom,1300000
casa,Sao Paulo,Vila Madalena,centro,857,369,17,2,nao,9,bom,5933000
apartamento,Sao Paulo,Tatuape,centro,172,150,5,2,nao,31,ruim,943000
